Benchmark,"Hardware Vendor	",System,"Peak Result","Base Result","Energy Peak Result","Energy Base Result","# Cores","# Chips ","# Enabled Threads Per Core","Processor ","Processor MHz","CPU(s) Orderable",Parallelization,"Base Pointer Size","Peak Pointer Size","1st Level Cache","2nd Level Cache","3rd Level Cache","Other Cache",Memory,Storage,"Operating System","File System",Compiler,"HW Avail","SW Avail",License,"Tested By","Test Sponsor","Test Date",Published,"Updated ",Disclosure,Disclosures
CINT2017,"ASUSTeK Computer Inc.","ASUS ESC4000A-E10(KRPG-U8) Server System 2.60 GHz, AMD EPYC 7H12",9.09,8.87,0,0,64,1,2,"AMD EPYC 7H12",2600,"1 chip",Yes,64-bit,32/64-bit,"32 KB I + 32 KB D on chip per core","512 KB I+D on chip per core","256 MB I+D on chip per chip, 16 MB shared / 4 cores",None,"512 GB (8 x 64 GB 2Rx4 PC4-3200AA-R)","1 x 480 GB SATA SSD","Ubuntu 19.04 (x86_64), Kernel 5.0.0-20-generic",ext4,"C/C++/Fortran: Version 2.0.0 of AOCC",Jul-2020,Jun-2019,9016,"ASUSTeK Computer Inc.","ASUSTeK Computer Inc.",Jun-2020,Jul-2020,Jul-2020,"<A HREF=""/cpu2017/results/res2020q3/cpu2017-20200608-22602.html"">HTML</A> <A HREF=""/cpu2017/results/res2020q3/cpu2017-20200608-22602.csv"">CSV</A> <A HREF=""/cpu2017/results/res2020q3/cpu2017-20200608-22602.pdf"">PDF</A> <A HREF=""/cpu2017/results/res2020q3/cpu2017-20200608-22602.ps"">PS</A> <A HREF=""/cpu2017/results/res2020q3/cpu2017-20200608-22602.txt"">Text</A> <A HREF=""/cpu2017/results/res2020q3/cpu2017-20200608-22602.cfg"">Config</A>"
CINT2017,"ASUSTeK Computer Inc.","ASUS ESC8000 G4(Z11PG-D24) Server System (1.90 GHz, Intel Xeon Bronze 3204)",5.15,5.05,0,0,12,2,1,"Intel Xeon Bronze 3204",1900,"1,2 chips",Yes,64-bit,64-bit,"32 KB I + 32 KB D on chip per core","1 MB I+D on chip per core","8.25 MB I+D on chip per chip",None,"768 GB (24 x 32 GB 2Rx4 PC4-2933Y-R, running at 2133)","1 x 1 TB SATA SSD","SUSE Linux Enterprise Server 15, Kernel 4.12.14-23-default",xfs,"C/C++: Version 19.0.4.227 of Intel C/C++, Compiler Build 20190416 for Linux;, Fortran: Version 19.0.4.227 of Intel Fortran, Compiler Build 20190416 for Linux",Apr-2019,May-2019,9016,"ASUSTeK Computer Inc.","ASUSTeK Computer Inc.",Aug-2019,Sep-2019,Dec-2020,"<A HREF=""/cpu2017/results/res2019q3/cpu2017-20190826-17236.html"">HTML</A> <A HREF=""/cpu2017/results/res2019q3/cpu2017-20190826-17236.csv"">CSV</A> <A HREF=""/cpu2017/results/res2019q3/cpu2017-20190826-17236.pdf"">PDF</A> <A HREF=""/cpu2017/results/res2019q3/cpu2017-20190826-17236.ps"">PS</A> <A HREF=""/cpu2017/results/res2019q3/cpu2017-20190826-17236.txt"">Text</A> <A HREF=""/cpu2017/results/res2019q3/cpu2017-20190826-17236.cfg"">Config</A>"
CINT2017,"ASUSTeK Computer Inc.","ASUS ESC8000 G4(Z11PG-D24) Server System (1.90 GHz, Intel Xeon Bronze 3206R)",5.22,5.15,0,0,16,2,1,"Intel Xeon Bronze 3206R",1900,"1, 2 chip(s)",Yes,64-bit,64-bit,"32 KB I + 32 KB D on chip per core","1 MB I+D on chip per core","11 MB I+D on chip per chip",None,"768 GB (24 x 32 GB 2Rx4 PC4-2933Y-R, running at 2133)","1 x 1 TB SATA SSD","SUSE Linux Enterprise Server 15 SP1, Kernel 4.12.14-195-default",xfs,"C/C++: Version 19.0.4.227 of Intel C/C++, Compiler Build 20190416 for Linux;, Fortran: Version 19.0.4.227 of Intel Fortran, Compiler Build 20190416 for Linux",Feb-2020,Jun-2019,9016,"ASUSTeK Computer Inc.","ASUSTeK Computer Inc.",May-2020,Jul-2020,Jul-2020,"<A HREF=""/cpu2017/results/res2020q3/cpu2017-20200521-22454.html"">HTML</A> <A HREF=""/cpu2017/results/res2020q3/cpu2017-20200521-22454.csv"">CSV</A> <A HREF=""/cpu2017/results/res2020q3/cpu2017-20200521-22454.pdf"">PDF</A> <A HREF=""/cpu2017/results/res2020q3/cpu2017-20200521-22454.ps"">PS</A> <A HREF=""/cpu2017/results/res2020q3/cpu2017-20200521-22454.txt"">Text</A> <A HREF=""/cpu2017/results/res2020q3/cpu2017-20200521-22454.cfg"">Config</A>"
CINT2017,"ASUSTeK Computer Inc.","ASUS ESC8000 G4(Z11PG-D24) Server System (1.90 GHz, Intel Xeon Gold 6238T)",10.3,10,0,0,44,2,1,"Intel Xeon Gold 6238T",1900,"1,2 chips",Yes,64-bit,64-bit,"32 KB I + 32 KB D on chip per core","1 MB I+D on chip per core","30.25 MB I+D on chip per chip",None,"768 GB (24 x 32 GB 2Rx4 PC4-2933Y-R)","1 x 1 TB SATA SSD","SUSE Linux Enterprise Server 15, Kernel 4.12.14-23-default",xfs,"C/C++: Version 19.0.1.144 of Intel C/C++, Compiler Build 20181018 for Linux;, Fortran: Version 19.0.1.144 of Intel Fortran, Compiler Build 20181018 for Linux",Apr-2019,Nov-2018,9016,"ASUSTeK Computer Inc.","ASUSTeK Computer Inc.",May-2019,Jun-2019,Dec-2020,"<A HREF=""/cpu2017/results/res2019q2/cpu2017-20190610-14888.html"">HTML</A> <A HREF=""/cpu2017/results/res2019q2/cpu2017-20190610-14888.csv"">CSV</A> <A HREF=""/cpu2017/results/res2019q2/cpu2017-20190610-14888.pdf"">PDF</A> <A HREF=""/cpu2017/results/res2019q2/cpu2017-20190610-14888.ps"">PS</A> <A HREF=""/cpu2017/results/res2019q2/cpu2017-20190610-14888.txt"">Text</A> <A HREF=""/cpu2017/results/res2019q2/cpu2017-20190610-14888.cfg"">Config</A>"
CINT2017,"ASUSTeK Computer Inc.","ASUS ESC8000 G4(Z11PG-D24) Server System (2.10 GHz, Intel Xeon Gold 5218R)",12,11.7,0,0,40,2,1,"Intel Xeon Gold 5218R",2100,"1, 2 chip(s)",Yes,64-bit,64-bit,"32 KB I + 32 KB D on chip per core","1 MB I+D on chip per core","27.5 MB I+D on chip per chip",None,"768 GB (24 x 32 GB 2Rx4 PC4-2933Y-R, running at 2666)","1 x 1 TB SATA SSD","SUSE Linux Enterprise Server 15 SP1, Kernel 4.12.14-195-default",xfs,"C/C++: Version 19.1.1.217 of Intel C/C++, Compiler Build 20200306 for Linux;, Fortran: Version 19.1.1.217 of Intel Fortran, Compiler Build 20200306 for Linux",Feb-2020,Apr-2020,9016,"ASUSTeK Computer Inc.","ASUSTeK Computer Inc.",Jun-2020,Aug-2020,Aug-2020,"<A HREF=""/cpu2017/results/res2020q3/cpu2017-20200731-23588.html"">HTML</A> <A HREF=""/cpu2017/results/res2020q3/cpu2017-20200731-23588.csv"">CSV</A> <A HREF=""/cpu2017/results/res2020q3/cpu2017-20200731-23588.pdf"">PDF</A> <A HREF=""/cpu2017/results/res2020q3/cpu2017-20200731-23588.ps"">PS</A> <A HREF=""/cpu2017/results/res2020q3/cpu2017-20200731-23588.txt"">Text</A> <A HREF=""/cpu2017/results/res2020q3/cpu2017-20200731-23588.cfg"">Config</A>"
CINT2017,"ASUSTeK Computer Inc.","ASUS ESC8000 G4(Z11PG-D24) Server System (2.10 GHz, Intel Xeon Gold 6230)",10.7,10.5,0,0,40,2,1,"Intel Xeon Gold 6230",2100,"1,2 chips",Yes,64-bit,64-bit,"32 KB I + 32 KB D on chip per core","1 MB I+D on chip per core","27.5 MB I+D on chip per chip",None,"768 GB (24 x 32 GB 2Rx4 PC4-2933Y-R)","1 x 1 TB SATA SSD","SUSE Linux Enterprise Server 15, Kernel 4.12.14-23-default",xfs,"C/C++: Version 19.0.1.144 of Intel C/C++, Compiler Build 20181018 for Linux;, Fortran: Version 19.0.1.144 of Intel Fortran, Compiler Build 20181018 for Linux",Apr-2019,Nov-2018,9016,"ASUSTeK Computer Inc.","ASUSTeK Computer Inc.",Jun-2019,Jul-2019,Dec-2020,"<A HREF=""/cpu2017/results/res2019q3/cpu2017-20190625-15881.html"">HTML</A> <A HREF=""/cpu2017/results/res2019q3/cpu2017-20190625-15881.csv"">CSV</A> <A HREF=""/cpu2017/results/res2019q3/cpu2017-20190625-15881.pdf"">PDF</A> <A HREF=""/cpu2017/results/res2019q3/cpu2017-20190625-15881.ps"">PS</A> <A HREF=""/cpu2017/results/res2019q3/cpu2017-20190625-15881.txt"">Text</A> <A HREF=""/cpu2017/results/res2019q3/cpu2017-20190625-15881.cfg"">Config</A>"
CINT2017,"ASUSTeK Computer Inc.","ASUS ESC8000 G4(Z11PG-D24) Server System (2.10 GHz, Intel Xeon Gold 6230R)",12.2,11.9,0,0,52,2,1,"Intel Xeon Gold 6230R",2100,"1, 2 chip(s)",Yes,64-bit,64-bit,"32 KB I + 32 KB D on chip per core","1 MB I+D on chip per core","35.75 MB I+D on chip per chip",None,"768 GB (24 x 32 GB 2Rx4 PC4-2933Y-R)","1 x 1 TB SATA SSD","SUSE Linux Enterprise Server 15 SP1, Kernel 4.12.14-195-default",xfs,"C/C++: Version 19.1.1.217 of Intel C/C++, Compiler Build 20200306 for Linux;, Fortran: Version 19.1.1.217 of Intel Fortran, Compiler Build 20200306 for Linux",Feb-2020,Apr-2020,9016,"ASUSTeK Computer Inc.","ASUSTeK Computer Inc.",May-2020,Jul-2020,Jul-2020,"<A HREF=""/cpu2017/results/res2020q3/cpu2017-20200608-22599.html"">HTML</A> <A HREF=""/cpu2017/results/res2020q3/cpu2017-20200608-22599.csv"">CSV</A> <A HREF=""/cpu2017/results/res2020q3/cpu2017-20200608-22599.pdf"">PDF</A> <A HREF=""/cpu2017/results/res2020q3/cpu2017-20200608-22599.ps"">PS</A> <A HREF=""/cpu2017/results/res2020q3/cpu2017-20200608-22599.txt"">Text</A> <A HREF=""/cpu2017/results/res2020q3/cpu2017-20200608-22599.cfg"">Config</A>"
CINT2017,"ASUSTeK Computer Inc.","ASUS ESC8000 G4(Z11PG-D24) Server System (2.10 GHz, Intel Xeon Gold 6252)",10.5,10.3,0,0,48,2,1,"Intel Xeon Gold 6252",2100,"1,2 chips",Yes,64-bit,64-bit,"32 KB I + 32 KB D on chip per core","1 MB I+D on chip per core","35.75 MB I+D on chip per chip",None,"768 GB (24 x 32 GB 2Rx4 PC4-2933Y-R)","1 x 1 TB SATA SSD","SUSE Linux Enterprise Server 15, Kernel 4.12.14-23-default",xfs,"C/C++: Version 19.0.4.227 of Intel C/C++, Compiler Build 20190416 for Linux;, Fortran: Version 19.0.4.227 of Intel Fortran, Compiler Build 20190416 for Linux",Apr-2019,May-2019,9016,"ASUSTeK Computer Inc.","ASUSTeK Computer Inc.",Aug-2019,Oct-2019,Jan-2021,"<A HREF=""/cpu2017/results/res2019q4/cpu2017-20190916-18250.html"">HTML</A> <A HREF=""/cpu2017/results/res2019q4/cpu2017-20190916-18250.csv"">CSV</A> <A HREF=""/cpu2017/results/res2019q4/cpu2017-20190916-18250.pdf"">PDF</A> <A HREF=""/cpu2017/results/res2019q4/cpu2017-20190916-18250.ps"">PS</A> <A HREF=""/cpu2017/results/res2019q4/cpu2017-20190916-18250.txt"">Text</A> <A HREF=""/cpu2017/results/res2019q4/cpu2017-20190916-18250.cfg"">Config</A>"
CINT2017,"ASUSTeK Computer Inc.","ASUS ESC8000 G4(Z11PG-D24) Server System (2.10 GHz, Intel Xeon Silver 4208)",8.49,8.33,0,0,16,2,2,"Intel Xeon Silver 4208",2100,"1,2 chips",Yes,64-bit,64-bit,"32 KB I + 32 KB D on chip per core","1 MB I+D on chip per core","11 MB I+D on chip per chip",None,"768 GB (24 x 32 GB 2Rx4 PC4-2933Y-R, running at 2400)","1 x 1 TB SATA SSD","SUSE Linux Enterprise Server 15, Kernel 4.12.14-23-default",xfs,"C/C++: Version 19.0.4.227 of Intel C/C++, Compiler Build 20190416 for Linux;, Fortran: Version 19.0.4.227 of Intel Fortran, Compiler Build 20190416 for Linux",Apr-2019,May-2019,9016,"ASUSTeK Computer Inc.","ASUSTeK Computer Inc.",Aug-2019,Aug-2019,Dec-2020,"<A HREF=""/cpu2017/results/res2019q3/cpu2017-20190805-16611.html"">HTML</A> <A HREF=""/cpu2017/results/res2019q3/cpu2017-20190805-16611.csv"">CSV</A> <A HREF=""/cpu2017/results/res2019q3/cpu2017-20190805-16611.pdf"">PDF</A> <A HREF=""/cpu2017/results/res2019q3/cpu2017-20190805-16611.ps"">PS</A> <A HREF=""/cpu2017/results/res2019q3/cpu2017-20190805-16611.txt"">Text</A> <A HREF=""/cpu2017/results/res2019q3/cpu2017-20190805-16611.cfg"">Config</A>"
CINT2017,"ASUSTeK Computer Inc.","ASUS ESC8000 G4(Z11PG-D24) Server System (2.10 GHz, Intel Xeon Silver 4216)",9.04,8.85,0,0,32,2,1,"Intel Xeon Silver 4216",2100,"1,2 chips",Yes,64-bit,64-bit,"32 KB I + 32 KB D on chip per core","1 MB I+D on chip per core","22 MB I+D on chip per chip",None,"768 GB (24 x 32 GB 2Rx4 PC4-2933Y-R, running at 2400)","1 x 1 TB SATA SSD","SUSE Linux Enterprise Server 15, Kernel 4.12.14-23-default",xfs,"C/C++: Version 19.0.4.227 of Intel C/C++, Compiler Build 20190416 for Linux;, Fortran: Version 19.0.4.227 of Intel Fortran, Compiler Build 20190416 for Linux",Apr-2019,May-2019,9016,"ASUSTeK Computer Inc.","ASUSTeK Computer Inc.",Jul-2019,Aug-2019,Dec-2020,"<A HREF=""/cpu2017/results/res2019q3/cpu2017-20190805-16607.html"">HTML</A> <A HREF=""/cpu2017/results/res2019q3/cpu2017-20190805-16607.csv"">CSV</A> <A HREF=""/cpu2017/results/res2019q3/cpu2017-20190805-16607.pdf"">PDF</A> <A HREF=""/cpu2017/results/res2019q3/cpu2017-20190805-16607.ps"">PS</A> <A HREF=""/cpu2017/results/res2019q3/cpu2017-20190805-16607.txt"">Text</A> <A HREF=""/cpu2017/results/res2019q3/cpu2017-20190805-16607.cfg"">Config</A>"
CINT2017,"ASUSTeK Computer Inc.","ASUS ESC8000 G4(Z11PG-D24) Server System (2.20 GHz, Intel Xeon Gold 5220)",10.8,10.6,0,0,36,2,1,"Intel Xeon Gold 5220",2200,"1,2 chips",Yes,64-bit,64-bit,"32 KB I + 32 KB D on chip per core","1 MB I+D on chip per core","24.75 MB I+D on chip per chip",None,"768 GB (24 x 32 GB 2Rx4 PC4-2933Y-R, running at 2666)","1 x 1 TB SATA SSD","SUSE Linux Enterprise Server 15, Kernel 4.12.14-23-default",xfs,"C/C++: Version 19.0.4.227 of Intel C/C++, Compiler Build 20190416 for Linux;, Fortran: Version 19.0.4.227 of Intel Fortran, Compiler Build 20190416 for Linux",Apr-2019,May-2019,9016,"ASUSTeK Computer Inc.","ASUSTeK Computer Inc.",Jul-2019,Jul-2019,Dec-2020,"<A HREF=""/cpu2017/results/res2019q3/cpu2017-20190709-16049.html"">HTML</A> <A HREF=""/cpu2017/results/res2019q3/cpu2017-20190709-16049.csv"">CSV</A> <A HREF=""/cpu2017/results/res2019q3/cpu2017-20190709-16049.pdf"">PDF</A> <A HREF=""/cpu2017/results/res2019q3/cpu2017-20190709-16049.ps"">PS</A> <A HREF=""/cpu2017/results/res2019q3/cpu2017-20190709-16049.txt"">Text</A> <A HREF=""/cpu2017/results/res2019q3/cpu2017-20190709-16049.cfg"">Config</A>"
