Benchmark,"Hardware Vendor	",System,Result,Baseline,"# Cores","# Chips ","# Cores Per Chip ","# Threads Per Core","Processor ","Processor MHz","Processor Characteristics","CPU(s) Orderable","Auto Parallelization","Base Pointer Size","Peak Pointer Size","1st Level Cache","2nd Level Cache","3rd Level Cache","Other Cache",Memory,"Operating System","File System",Compiler,"HW Avail","SW Avail",License,"Tested By","Test Sponsor","Test Date",Published,"Updated ",Disclosure,Disclosures
CINT2006,"ACTION S.A.","ACTINA SOLAR 110 S6 (Intel Xeon E3-1220 v3, 3.10 GHz)",58.7,56.9,4,1,4,1,"Intel Xeon E3-1220 v3",3100,"Intel Turbo Boost Technology up to 3.50 GHz","1 chip",Yes,32/64-bit,32/64-bit,"32 KB I + 32 KB D on chip per core","256 KB I+D on chip per core","8 MB I+D on chip per chip",None,"32 GB (4 x 8 GB 2Rx8 PC3-12800E-11, ECC)","Red Hat Enterprise Linux Server release 7.1, (Maipo), 3.10.0-229.11.1.el7.x86_64",ext4,"C/C++: Version 16.0.0.047 of Intel C++ Studio XE, for Linux",Sep-2014,Aug-2015,9008,"ACTION S.A.","ACTION S.A.",Dec-2015,Dec-2015,Dec-2015,"<A HREF=""/cpu2006/results/res2015q4/cpu2006-20151214-38331.html"">HTML</A> <A HREF=""/cpu2006/results/res2015q4/cpu2006-20151214-38331.csv"">CSV</A> <A HREF=""/cpu2006/results/res2015q4/cpu2006-20151214-38331.pdf"">PDF</A> <A HREF=""/cpu2006/results/res2015q4/cpu2006-20151214-38331.ps"">PS</A> <A HREF=""/cpu2006/results/res2015q4/cpu2006-20151214-38331.txt"">Text</A> <A HREF=""/cpu2006/results/res2015q4/cpu2006-20151214-38331.cfg"">Config</A>"
CINT2006,"ACTION S.A.","ACTINA SOLAR 202 S6 (Intel Xeon E5-2697 v3, 2.60 GHz)",67.5,64.4,28,2,14,1,"Intel Xeon E5-2697 v3",2600,"Intel Turbo Boost Technology up to 3.60 GHz","1,2 chips",Yes,32/64-bit,32/64-bit,"32 KB I + 32 KB D on chip per core","256 KB I+D on chip per core","35 MB I+D on chip per chip",None,"256 GB (16 x 16 GB 2Rx4 PC4-2400P-R, running at 2133 MHz)","Red Hat Enterprise Linux Server release 7.1, (Maipo), 3.10.0-229.11.1.el7.x86_64",ext4,"C/C++: Version 16.0.0.047 of Intel C++ Studio XE, for Linux",Sep-2014,Aug-2015,9008,"ACTION S.A.","ACTION S.A.",Nov-2015,Dec-2015,Dec-2015,"<A HREF=""/cpu2006/results/res2015q4/cpu2006-20151130-38162.html"">HTML</A> <A HREF=""/cpu2006/results/res2015q4/cpu2006-20151130-38162.csv"">CSV</A> <A HREF=""/cpu2006/results/res2015q4/cpu2006-20151130-38162.pdf"">PDF</A> <A HREF=""/cpu2006/results/res2015q4/cpu2006-20151130-38162.ps"">PS</A> <A HREF=""/cpu2006/results/res2015q4/cpu2006-20151130-38162.txt"">Text</A> <A HREF=""/cpu2006/results/res2015q4/cpu2006-20151130-38162.cfg"">Config</A>"
CINT2006,"ACTION S.A.","ACTINA SOLAR 205 S5 (Intel Xeon E5-2420)",35.8,32.8,12,2,6,2,"Intel Xeon E5-2420",1900,"Intel Turbo Boost Technology up to 2.40 GHz","1,2 chips",Yes,32-bit,32/64-bit,"32 KB I + 32 KB D on chip per core","256 KB I+D on chip per core","15 MB I+D on chip per chip",None,"96 GB (6 x 16 GB 2Rx4 PC3-12800R-11, ECC, running at 1333 MHz)","SUSE Linux Enterprise Server 11 SP2 (x86_64), 3.0.13-0.27-default",ext3,"C/C++: Version 12.1.0.225 of Intel C++ Studio XE, for Linux",May-2012,Feb-2012,9008,"ACTION S.A.","ACTION S.A.",Oct-2012,Dec-2012,Jul-2014,"<A HREF=""/cpu2006/results/res2012q4/cpu2006-20121119-25188.html"">HTML</A> <A HREF=""/cpu2006/results/res2012q4/cpu2006-20121119-25188.csv"">CSV</A> <A HREF=""/cpu2006/results/res2012q4/cpu2006-20121119-25188.pdf"">PDF</A> <A HREF=""/cpu2006/results/res2012q4/cpu2006-20121119-25188.ps"">PS</A> <A HREF=""/cpu2006/results/res2012q4/cpu2006-20121119-25188.txt"">Text</A> <A HREF=""/cpu2006/results/res2012q4/cpu2006-20121119-25188.cfg"">Config</A>"
CINT2006,"ACTION S.A.","ACTINA SOLAR 210 X5 (Intel Xeon E5-2630)",41.5,38.9,12,2,6,2,"Intel Xeon E5-2630",2300,"Intel Turbo Boost Technology up to 2.80 GHz","1,2 chips",Yes,32-bit,32/64-bit,"32 KB I + 32 KB D on chip per core","256 KB I+D on chip per core","15 MB I+D on chip per chip",None,"128 GB (16 x 8 GB 2Rx4 PC3-12800R-11, ECC)","SUSE Linux Enterprise Server 11 SP2 (x86_64), 3.0.13-0.27-default",ext3,"C/C++: Version 12.1.0.225 of Intel C++ Studio XE, for Linux",Mar-2012,Feb-2012,9008,"ACTION S.A.","ACTION S.A.",Oct-2012,Dec-2012,Jul-2014,"<A HREF=""/cpu2006/results/res2012q4/cpu2006-20121119-25189.html"">HTML</A> <A HREF=""/cpu2006/results/res2012q4/cpu2006-20121119-25189.csv"">CSV</A> <A HREF=""/cpu2006/results/res2012q4/cpu2006-20121119-25189.pdf"">PDF</A> <A HREF=""/cpu2006/results/res2012q4/cpu2006-20121119-25189.ps"">PS</A> <A HREF=""/cpu2006/results/res2012q4/cpu2006-20121119-25189.txt"">Text</A> <A HREF=""/cpu2006/results/res2012q4/cpu2006-20121119-25189.cfg"">Config</A>"
CINT2006,"ACTION S.A.","ACTINA SOLAR 210 X6 (Intel Xeon E5-2603 v4, 1.70 GHz)",35.4,34.4,12,2,6,1,"Intel Xeon E5-2603 v4",1700,,"1,2 chips",Yes,32/64-bit,32/64-bit,"32 KB I + 32 KB D on chip per core","256 KB I+D on chip per core","15 MB I+D on chip per chip",None,"256 GB (16 x 16 GB 2Rx4 PC4-2133P-R, running at 1866 MHz)","Red Hat Enterprise Linux Server release 7.2, (Maipo), 3.10.0-327.18.2.el7.x86_64",ext4,"C/C++: Version 16.0.3.210 of Intel C++ Studio XE, for Linux",Mar-2016,Mar-2016,9008,"ACTION S.A.","ACTION S.A.",Sep-2016,Nov-2016,Nov-2016,"<A HREF=""/cpu2006/results/res2016q4/cpu2006-20161018-44632.html"">HTML</A> <A HREF=""/cpu2006/results/res2016q4/cpu2006-20161018-44632.csv"">CSV</A> <A HREF=""/cpu2006/results/res2016q4/cpu2006-20161018-44632.pdf"">PDF</A> <A HREF=""/cpu2006/results/res2016q4/cpu2006-20161018-44632.ps"">PS</A> <A HREF=""/cpu2006/results/res2016q4/cpu2006-20161018-44632.txt"">Text</A> <A HREF=""/cpu2006/results/res2016q4/cpu2006-20161018-44632.cfg"">Config</A>"
CINT2006,"ACTION S.A.","ACTINA SOLAR 210 X6 (Intel Xeon E5-2620 v4, 2.10 GHz)",59.2,56.7,16,2,8,1,"Intel Xeon E5-2620 v4",2100,"Intel Turbo Boost Technology up to 3.00 GHz","1,2 chips",Yes,32/64-bit,32/64-bit,"32 KB I + 32 KB D on chip per core","256 KB I+D on chip per core","20 MB I+D on chip per chip",None,"256 GB (16 x 16 GB 2Rx4 PC4-2400T-R, running at 2133 MHz)","Red Hat Enterprise Linux Server release 7.2, (Maipo), 3.10.0-327.18.2.el7.x86_64",ext4,"C/C++: Version 16.0.3.210 of Intel C++ Studio XE, for Linux",Mar-2016,Mar-2016,9008,"ACTION S.A.","ACTION S.A.",Jul-2016,Aug-2016,Aug-2016,"<A HREF=""/cpu2006/results/res2016q3/cpu2006-20160809-43455.html"">HTML</A> <A HREF=""/cpu2006/results/res2016q3/cpu2006-20160809-43455.csv"">CSV</A> <A HREF=""/cpu2006/results/res2016q3/cpu2006-20160809-43455.pdf"">PDF</A> <A HREF=""/cpu2006/results/res2016q3/cpu2006-20160809-43455.ps"">PS</A> <A HREF=""/cpu2006/results/res2016q3/cpu2006-20160809-43455.txt"">Text</A> <A HREF=""/cpu2006/results/res2016q3/cpu2006-20160809-43455.cfg"">Config</A>"
CINT2006,"ACTION S.A.","ACTINA SOLAR 210 X6 (Intel Xeon E5-2630 v4, 2.20 GHz)",62.4,59.8,20,2,10,1,"Intel Xeon E5-2630 v4",2200,"Intel Turbo Boost Technology up to 3.10 GHz","1,2 chips",Yes,32/64-bit,32/64-bit,"32 KB I + 32 KB D on chip per core","256 KB I+D on chip per core","25 MB I+D on chip per chip",None,"256 GB (16 x 16 GB 2Rx4 PC4-2400T-R, running at 2133 MHz)","Red Hat Enterprise Linux Server release 7.2, (Maipo), 3.10.0-327.18.2.el7.x86_64",ext4,"C/C++: Version 16.0.3.210 of Intel C++ Studio XE, for Linux",Mar-2016,Mar-2016,9008,"ACTION S.A.","ACTION S.A.",Aug-2016,Aug-2016,Aug-2016,"<A HREF=""/cpu2006/results/res2016q3/cpu2006-20160809-43460.html"">HTML</A> <A HREF=""/cpu2006/results/res2016q3/cpu2006-20160809-43460.csv"">CSV</A> <A HREF=""/cpu2006/results/res2016q3/cpu2006-20160809-43460.pdf"">PDF</A> <A HREF=""/cpu2006/results/res2016q3/cpu2006-20160809-43460.ps"">PS</A> <A HREF=""/cpu2006/results/res2016q3/cpu2006-20160809-43460.txt"">Text</A> <A HREF=""/cpu2006/results/res2016q3/cpu2006-20160809-43460.cfg"">Config</A>"
CINT2006,"ACTION S.A.","ACTINA SOLAR 210 X6 (Intel Xeon E5-2640 v4, 2.40 GHz)",68.9,65,20,2,10,1,"Intel Xeon E5-2640 v4",2400,"Intel Turbo Boost Technology up to 3.40 GHz","1,2 chips",Yes,32/64-bit,32/64-bit,"32 KB I + 32 KB D on chip per core","256 KB I+D on chip per core","25 MB I+D on chip per chip",None,"256 GB (16 x 16 GB 2Rx4 PC4-2400T-R, running at 2133 MHz)","Red Hat Enterprise Linux Server release 7.2, (Maipo), 3.10.0-327.18.2.el7.x86_64",ext4,"C/C++: Version 17.0.0.098 of Intel C/C++, Compiler for Linux",Mar-2016,Mar-2016,9008,"ACTION S.A.","ACTION S.A.",Nov-2016,Dec-2016,Dec-2016,"<A HREF=""/cpu2006/results/res2016q4/cpu2006-20161125-45672.html"">HTML</A> <A HREF=""/cpu2006/results/res2016q4/cpu2006-20161125-45672.csv"">CSV</A> <A HREF=""/cpu2006/results/res2016q4/cpu2006-20161125-45672.pdf"">PDF</A> <A HREF=""/cpu2006/results/res2016q4/cpu2006-20161125-45672.ps"">PS</A> <A HREF=""/cpu2006/results/res2016q4/cpu2006-20161125-45672.txt"">Text</A> <A HREF=""/cpu2006/results/res2016q4/cpu2006-20161125-45672.cfg"">Config</A>"
CINT2006,"ACTION S.A.","ACTINA SOLAR 210 X6 (Intel Xeon E5-2650 v4, 2.20 GHz)",60.8,58,24,2,12,1,"Intel Xeon E5-2650 v4",2200,"Intel Turbo Boost Technology up to 2.90 GHz","1,2 chips",Yes,32/64-bit,32/64-bit,"32 KB I + 32 KB D on chip per core","256 KB I+D on chip per core","30 MB I+D on chip per chip",None,"256 GB (16 x 16 GB 2Rx4 PC4-2400T-R)","Red Hat Enterprise Linux Server release 7.2, (Maipo), 3.10.0-327.18.2.el7.x86_64",ext4,"C/C++: Version 17.0.0.098 of Intel C/C++, Compiler for Linux",Mar-2016,Mar-2016,9008,"ACTION S.A.","ACTION S.A.",Nov-2016,Dec-2016,Dec-2016,"<A HREF=""/cpu2006/results/res2016q4/cpu2006-20161125-45679.html"">HTML</A> <A HREF=""/cpu2006/results/res2016q4/cpu2006-20161125-45679.csv"">CSV</A> <A HREF=""/cpu2006/results/res2016q4/cpu2006-20161125-45679.pdf"">PDF</A> <A HREF=""/cpu2006/results/res2016q4/cpu2006-20161125-45679.ps"">PS</A> <A HREF=""/cpu2006/results/res2016q4/cpu2006-20161125-45679.txt"">Text</A> <A HREF=""/cpu2006/results/res2016q4/cpu2006-20161125-45679.cfg"">Config</A>"
CINT2006,"ACTION S.A.","ACTINA SOLAR 210 X6 (Intel Xeon E5-2650 v4, 2.20 GHz)",59.6,57.4,24,2,12,1,"Intel Xeon E5-2650 v4",2200,"Intel Turbo Boost Technology up to 2.90 GHz","1,2 chips",Yes,32/64-bit,32/64-bit,"32 KB I + 32 KB D on chip per core","256 KB I+D on chip per core","30 MB I+D on chip per chip",None,"256 GB (16 x 16 GB 2Rx4 PC4-2400T-R)","Red Hat Enterprise Linux Server release 7.2, (Maipo), 3.10.0-327.18.2.el7.x86_64",ext4,"C/C++: Version 16.0.3.210 of Intel C++ Studio XE, for Linux",Mar-2016,Mar-2016,9008,"ACTION S.A.","ACTION S.A.",Sep-2016,Nov-2016,Nov-2016,"<A HREF=""/cpu2006/results/res2016q4/cpu2006-20161018-44635.html"">HTML</A> <A HREF=""/cpu2006/results/res2016q4/cpu2006-20161018-44635.csv"">CSV</A> <A HREF=""/cpu2006/results/res2016q4/cpu2006-20161018-44635.pdf"">PDF</A> <A HREF=""/cpu2006/results/res2016q4/cpu2006-20161018-44635.ps"">PS</A> <A HREF=""/cpu2006/results/res2016q4/cpu2006-20161018-44635.txt"">Text</A> <A HREF=""/cpu2006/results/res2016q4/cpu2006-20161018-44635.cfg"">Config</A>"
CINT2006,"ACTION S.A.","ACTINA SOLAR 210 X6 (Intel Xeon E5-2697 v3, 2.60 GHz)",67.2,64.1,28,2,14,1,"Intel Xeon E5-2697 v3",2600,"Intel Turbo Boost Technology up to 3.60 GHz","1,2 chips",Yes,32/64-bit,32/64-bit,"32 KB I + 32 KB D on chip per core","256 KB I+D on chip per core","35 MB I+D on chip per chip",None,"256 GB (16 x 16 GB 2Rx4 PC4-2133P-R)","Red Hat Enterprise Linux Server release 7.1, (Maipo), 3.10.0-229.11.1.el7.x86_64",ext4,"C/C++: Version 16.0.0.047 of Intel C++ Studio XE, for Linux",Sep-2014,Aug-2015,9008,"ACTION S.A.","ACTION S.A.",Nov-2015,Dec-2015,Dec-2015,"<A HREF=""/cpu2006/results/res2015q4/cpu2006-20151116-38033.html"">HTML</A> <A HREF=""/cpu2006/results/res2015q4/cpu2006-20151116-38033.csv"">CSV</A> <A HREF=""/cpu2006/results/res2015q4/cpu2006-20151116-38033.pdf"">PDF</A> <A HREF=""/cpu2006/results/res2015q4/cpu2006-20151116-38033.ps"">PS</A> <A HREF=""/cpu2006/results/res2015q4/cpu2006-20151116-38033.txt"">Text</A> <A HREF=""/cpu2006/results/res2015q4/cpu2006-20151116-38033.cfg"">Config</A>"
CINT2006,"ACTION S.A.","ACTINA SOLAR 210 X6 (Intel Xeon E5-2698 v3, 2.30 GHz)",68.2,65.4,32,2,16,1,"Intel Xeon E5-2698 v3",2300,"Intel Turbo Boost Technology up to 3.60 GHz","1,2 chips",Yes,32/64-bit,32/64-bit,"32 KB I + 32 KB D on chip per core","256 KB I+D on chip per core","40 MB I+D on chip per chip",None,"256 GB (16 x 16 GB 2Rx4 PC4-2133P-R)","Red Hat Enterprise Linux Server release 7.1, (Maipo), 3.10.0-229.11.1.el7.x86_64",ext4,"C/C++: Version 16.0.0.047 of Intel C++ Studio XE, for Linux",Sep-2014,Aug-2015,9008,"ACTION S.A.","ACTION S.A.",Nov-2015,Dec-2015,Dec-2015,"<A HREF=""/cpu2006/results/res2015q4/cpu2006-20151130-38166.html"">HTML</A> <A HREF=""/cpu2006/results/res2015q4/cpu2006-20151130-38166.csv"">CSV</A> <A HREF=""/cpu2006/results/res2015q4/cpu2006-20151130-38166.pdf"">PDF</A> <A HREF=""/cpu2006/results/res2015q4/cpu2006-20151130-38166.ps"">PS</A> <A HREF=""/cpu2006/results/res2015q4/cpu2006-20151130-38166.txt"">Text</A> <A HREF=""/cpu2006/results/res2015q4/cpu2006-20151130-38166.cfg"">Config</A>"
CINT2006,"ACTION S.A.","ACTINA SOLAR 220 S6 (Intel Xeon E5-2637 v3, 3.50 GHz)",64.1,61.4,8,2,4,1,"Intel Xeon E5-2637 v3",3500,"Intel Turbo Boost Technology up to 3.70 GHz","1,2 chips",Yes,32/64-bit,32/64-bit,"32 KB I + 32 KB D on chip per core","256 KB I+D on chip per core","15 MB I+D on chip per chip",None,"256 GB (16 x 16 GB 2Rx4 PC4-2133P-R)","Red Hat Enterprise Linux Server release 7.1, (Maipo), 3.10.0-229.11.1.el7.x86_64",ext4,"C/C++: Version 16.0.0.047 of Intel C++ Studio XE, for Linux",Sep-2014,Aug-2015,9008,"ACTION S.A.","ACTION S.A.",Feb-2016,Mar-2016,Mar-2016,"<A HREF=""/cpu2006/results/res2016q1/cpu2006-20160215-39021.html"">HTML</A> <A HREF=""/cpu2006/results/res2016q1/cpu2006-20160215-39021.csv"">CSV</A> <A HREF=""/cpu2006/results/res2016q1/cpu2006-20160215-39021.pdf"">PDF</A> <A HREF=""/cpu2006/results/res2016q1/cpu2006-20160215-39021.ps"">PS</A> <A HREF=""/cpu2006/results/res2016q1/cpu2006-20160215-39021.txt"">Text</A> <A HREF=""/cpu2006/results/res2016q1/cpu2006-20160215-39021.cfg"">Config</A>"
CINT2006,"ACTION S.A.","ACTINA SOLAR 220 X3 (Intel Xeon X5650)",37.5,35.9,12,2,6,2,"Intel Xeon X5650",2667,"Intel Turbo Boost Technology up to 3.06 GHz","1,2 chips",Yes,32/64-bit,32/64-bit,"32 KB I + 32 KB D on chip per core","256 KB I+D on chip per core","12 MB I+D on chip per chip",None,"48 GB (6 x 8 GB 2Rx4 PC3-10600R-9, ECC)","SuSe Linux Enterprise Server 11 (x86_64), Kernel, 2.6.27.19-5-default",ext3,"Intel C++ Compiler XE for applications running, on IA-32, Version 12.0.1.116 Build 20101116",Apr-2010,Jan-2011,9008,"ACTION S.A.","ACTION S.A.",Jun-2011,Jul-2011,Jul-2014,"<A HREF=""/cpu2006/results/res2011q3/cpu2006-20110620-17230.html"">HTML</A> <A HREF=""/cpu2006/results/res2011q3/cpu2006-20110620-17230.csv"">CSV</A> <A HREF=""/cpu2006/results/res2011q3/cpu2006-20110620-17230.pdf"">PDF</A> <A HREF=""/cpu2006/results/res2011q3/cpu2006-20110620-17230.ps"">PS</A> <A HREF=""/cpu2006/results/res2011q3/cpu2006-20110620-17230.txt"">Text</A> <A HREF=""/cpu2006/results/res2011q3/cpu2006-20110620-17230.cfg"">Config</A>"
